split,review_id,year,category,language,title,excerpt,rating
train,303111.0,2009.0,screen,nb,Morsom nedkjøling,«Istid 3» kan gi 3D-filmen sitt endelige gjennombrudd.,1
train,303114.0,2011.0,screen,nb,Menn imellom,«Fortellinger fra saunaen» byr på den nakne sannhet om Finlands menn.,1
train,303117.0,2015.0,literature,nb,Anmeldelse: Liv Marit Webergs svarte humor slekter på Erlend Loe,En morsom og ømhjertet ungdomsroman.,1
train,303118.0,2010.0,music,nb,Uimotståelig Oslo-historie,Trond Granlunds gamle østkantviser er vårens varmeste.,1
train,303119.0,2015.0,literature,nb,Anmeldelse: Vidar Busk uten filter,Boka om gitarfenomenet kan leses som en spenningshistorie.,1
train,303120.0,2011.0,music,nb,CC Cowboys skyter med skarpt - og treffer blink,Fredrikstad-rockerne holder stø kurs med både lett og tungt på studioalbum nummer ni.,1
train,303121.0,2011.0,screen,nb,Bare tomhet,Muligens har vi allerede fått årets dårligste norske film i «Tomme tønner 2 - Det brune gullet».,0
train,303123.0,2013.0,screen,nb,Stiv julefilm,«Da nissen falt ned fra himmelen» er middelmådig barne-TV på kino.,0
train,303124.0,2013.0,screen,nb,Mørkets hjerte,«Rebell» lister seg varsomt inn i barnesoldatenes brutale virkelighet.,1
train,303126.0,2010.0,music,nb,Gode norske tekster drukner i musikalsk staffasje,"Ja til norske tekster, nei til danske produsenter.",0
train,303127.0,2013.0,music,nb,Østerdalsjul med country- og Hawaii-vri,De  nye julesangene danker ut klassikerne på Guren Hagens «Julekveld med oss».,1
train,303129.0,2010.0,music,nb,Bandet bak «årets låt» klare for Øya,«Finne-en-rød-tråd-i-en-stor-platesamling»-fantasier av beste merke.,1
train,303134.0,2015.0,literature,nb,Anmeldelse: Knut Nærum kan krimsjangeren godt nok til å tulle med den,"Trivelig, mangfoldig og smart.",1
train,303135.0,2012.0,music,nb,deLillos leker med det klassiske singleformatet,"Vals på a-siden, bitter fuzzsmyger på b-siden.",1
train,303137.0,2013.0,screen,nb,Kan «Kakekrigen» bli mer enn firestjerners kremfyll i hverdagskveldsflata?,Riktig temperatur er viktig når det bakes. Det mangler det litt på i FEMs bidrag til kake-tv-trenden.,0
train,303139.0,2011.0,screen,nb,Stilfull politi-western,«Justified» er tro mot Elmore Leonards skurker og antihelter.,1
train,303141.0,2009.0,music,nb,Dylan-skilsmisse på nynorsk er en suksess,Her blir «Idiot Wind» til «Vind utan vit».,1
train,303144.0,2013.0,music,nb,"En plate breddfull av smittende, energiske fuzzpoplåter",Mikal Cronin er en utmerket låtsnekker.,1
train,303145.0,2016.0,literature,nb,Anmeldelse: Lars Saabye Christensens nye diktsamling skulle tatt en ekstra runde hos forlaget,Skuffende lite poetisk tøtsj.,0
train,303146.0,2013.0,music,nb,Dette er Kurt Nilsens første triumf som albumartist,Ikke hver gang han lykkes - men det gjør han her.,1
train,303147.0,2011.0,screen,nb,Krypdyr-western,"En kameleon i identitetskrise er hovedfiguren i «Rango», en syretripp for ... store deler av hele familien.",1
train,303151.0,2015.0,music,nb,Norge sett fra Tommy-land,Tommy Tokyo debuterer med kritisk konseptalbum.,1
train,303153.0,2014.0,music,nb,U2s gjenopplivning låter ekstremt dødt,Før brydde folk seg i alle fall - i positiv eller negativ retning.,0
train,303155.0,2013.0,screen,nb,Lopper i blodet,«Maur i rompa» er en saktegående film om en gutt som er alt annet enn dét.,0
train,303156.0,2014.0,music,nb,Lite frelse å spore,Uinspirert comeback fra heavy metal-veteranene Judas Priest.,0
train,303157.0,2015.0,literature,nb,Anmeldelse: Jan Roar Leikvolls romaner utvider og beriker norsk litteratur,Forlag og familie har sluttført arbeidet med hans siste roman.,1
train,303158.0,2016.0,literature,nb,Ord og hendelser strømmer som litterær lava fra Hamsun-inspirerte Eka Kurniawan,Fantastisk roman om menneskene som brikker i historien.,1
train,303160.0,2011.0,screen,nb,Gammel moro,Både oppskrift og råvarer er utgått på dato når Wes Craven varmer opp blodig meta-suppe i «Skrik 4».,0
train,303162.0,2013.0,music,nb,Får sommerplata til å høres ut som ei juleplate,Det går i voksenpop når Maria Arredondo debuterer på norsk.,0
train,303163.0,2009.0,screen,nb,Blodig bullshit,"Stjernebesøk til tross, «Law Abiding Citizen» bør forbigås i stillhet.",0
train,303168.0,2015.0,restaurants,nb,Superbra nykommer på Aker Brygge,Tapashi - asiatiske tapas - på høyt nivå.,1
train,303169.0,2016.0,literature,nb,Anmeldelse: Høy sjarmfaktor i Ingrid Ovedie Voldens barnebokdebut,Nytt fortellertalent.,1
train,303171.0,2010.0,music,nb,En «Sex og singelliv»-versjon av Gretchen Wilson,Nashvilles nye håp.,0
train,303172.0,2015.0,screen,nb,Anmeldelse av påskekrim:  «Arthur & George»,"At en historie er sann, betyr ikke nødvendigvis at fortellingen er god.",0
train,303173.0,2015.0,screen,nb,«The Forbidden Room» en fryd for øyet,I Guy Maddins uforlignelige univers eksisterer hele filmhistorien samtidig.,1
train,303174.0,2014.0,music,nb,Robert Plant kjenner ingen musikalske grenser,Verdensmusikk og rock smelter sammen.,1
train,303176.0,2009.0,music,nb,På plate kan ingen frisyre hjelpe Susan Boyle,"Tar du livshistorien fra henne, står du igjen med en gjennomsnittsartist.",0
train,303179.0,2011.0,music,nb,Et alle tiders dypdykk i 80 års blueshistorie,For en billig penge kan du bli kjent med noen av blueshistoriens album-milepæler.,1
train,303180.0,2012.0,music,nb,Retrofantomet slår til igjen,"Chris Isaak har alltid vært retro, og her er han det til gagns.",0
train,303182.0,2013.0,music,nb,Gothminister,MGP - Melodi 1: «Utopia».,0
train,303183.0,2013.0,music,nb,"At du gidder, Agnetha!","Ingen kan ta fra henne stemmen, men ABBA-Agnetha er ei ganske kjedelig dame.",0
train,303184.0,2012.0,music,nb,Norges villeste band feirer nye triumfer,Farmers Market med nytt musikalsk jordskjelv.,1
train,303185.0,2016.0,literature,nb,En serie å se opp for,«7 - trusselen fra dypet» er noe så sjeldent som en superengasjerende norsk superheltserie for barn og ungdom.,1
train,303190.0,2013.0,restaurants,nb,Stjerne i sikte,De rike har det godt. Bagatelle er tilbake på topp. Hørte vi Michelin? Bagatelle er tilbake med en smak av Michelin.,1
train,303192.0,2016.0,literature,nb,Hilde Frafjord Johnson forsøker å forklare hva som gikk galt i Sør-Sudan,Hodepiner fra fredsarbeid.,0
train,303195.0,2011.0,music,nb,Musikkverdenen kan være brutal,Insense leverer skarpskåren og personlig alternativ-metal.,1
train,303196.0,2009.0,screen,nb,«Linda er en stor humorist»,Smågal komikk på NRK i morgen.,1
train,303199.0,2014.0,music,nb,Soppsesong,Kan man forvente noe annet enn gull når Robyn og Röyksopp samarbeider? Hør albumet her!,1
train,303200.0,2013.0,music,nb,Ikke bry deg om at artisten er født hundre år for seint,Valerie June har uansett lagd et smykke av et album.,1
train,303202.0,2012.0,music,nb,Taylor Swift blir ikke dårligere av å jakte på verdensherredømme,«Red» viser et talent som er hinsides ung og lovende.,1
train,303206.0,2014.0,music,nb,"Kylie er som en god, australsk årgangsvin",Blir stadig bedre.,1
train,303208.0,2011.0,screen,nb,Tilbake til slagmarken,"«Reunion» er velment, men overfladisk.",0
train,303209.0,2010.0,screen,nb,Kjærlighet gjør fin,Amor skyter vilt rundt seg i «I Am Love». Han treffer den fabelaktige Tilda Swinton. Og han treffer oss.,1
train,303210.0,2010.0,music,nb,"Tuba, adrenalin og sensuell vokal",Pelbo får igjen for dristigheten sin.,1
train,303212.0,2012.0,screen,nb,Kan dere ikke bare holde kjeft og danse?,«Step Up Revolution» snubler når den ikke kan støtte seg på dansetrinn.,0
train,303213.0,2013.0,screen,nb,Hvorfor lyver vi?,"Det skal Petter Schjerven prøve å finne ut av i sitte nye, trivelige tweed-program.",1
train,303214.0,2009.0,screen,nb,En ladet perle fra Peru,"Film fra Sørs åpningsfilm, «Faustas perler», er politisk poesi, og en film om poteter i vagina.",1
train,303215.0,2012.0,screen,nb,Fortryllende førjulseventyr,"Vi klapper i hendene, vi synger og vi ler, så glad er vi for NRKs «Julekongen».",1
train,303218.0,2010.0,music,nb,Små historier med stort innhold,Hedmark i sakte film fra sterk visepopdebutant.,1
train,303221.0,2011.0,screen,nb,For normalt,Spøkelset holder seg for det meste i bakgrunnen i «Paranormal Activity 3».,0
train,303222.0,2010.0,music,nb,"«En cocktail av R.E.M, White Stripes og Interpol»",De livsglade svenske rockerne Johnossi sparker i gang grillsesongen.,1
train,303224.0,2011.0,music,nb,Oslorockere i sitt ess,Oslo Ess sier klar i fra om at rock på norsk ikke er en truet art.,1
train,303228.0,2015.0,screen,nb,Anmeldelse: «Crimson Peak»,«Crimson Peak» er Guillermo del Toros stemningsfulle og overdådige oppgjør med «found footage»-grøsseren.,1
train,303229.0,2011.0,restaurants,nb,Litt smakløst,New Orleans skryter av å være Oslos eneste kreolske restaurant. Kanskje det er der problemet ligger?,0
train,303230.0,2011.0,music,nb,Nesten perfekt igjen,Nok en super jazzzklassiker-boks fra Sony.,1
train,303231.0,2016.0,literature,nb,"Janne Stigen Drangsholt speiler våre egne tåpeligheter, i en av høstens morsomste romaner",Kunsten å ikke være perfekt.,1
train,303232.0,2013.0,music,nb,Utsøkt fra far og datter Grønneberg,Magnus Grønneberg treffer blink med dattera Hanna-Maria - og en dyktig svenske.,1
train,303234.0,2012.0,music,nb,Drømmedame,Julia Holters nye plate er utfordrende og vakker.,1
train,303235.0,2010.0,music,nb,«Full framdrift og total stagnasjon på samme tid»,Motorpsycho har full tenning og total kontroll.,1
train,303236.0,2009.0,music,nb,«Behagelig inntil det selvutslettende»,Idol-vinner fram fra realitysamfunnets nådeløse glemsel med drahjelp fra Lene Marlin.,0
train,303238.0,2015.0,music,nb,Anmeldelse: Bluesartisten som blir stillere og stillere,Daniel Norgren er på orgelkjøret på album nummer seks.,1
train,303239.0,2012.0,music,nb,Misantropi og vitalitet side om side,John Olav Nilsen & Gjengen omfavner ytterpunktene.,1
train,303240.0,2014.0,music,nb,Mogwai frykter ingen,"Enkelt, men raffinert fra postrockpionerene.",1
train,303243.0,2011.0,restaurants,nb,Kjellerkos,"Høy kvalitet, sympatiske priser; ikke rart det er trangt om plassen hos Stiansen.",1
train,303246.0,2010.0,screen,nb,Et hjernetomt B-lag,Etter tjue minutter av «The A-Team» tenker du: Dette er en DUM  film,0
train,303247.0,2012.0,music,nb,Noen må vekke Katie Melua fra dvalen,Men - du får ikke vakrere sovemedisin enn dette.,0
train,303250.0,2015.0,screen,nb,Nå har jeg sett seks timer på TV 2 Humor. Jeg føler meg syk,Hva er vitsen med TV 2s nye humorkanal?,0
train,303251.0,2010.0,screen,nb,En sump av kroppsvæsker,I «Hårete hevn» ser du ikke suppa for bare hår.,0
train,303252.0,2010.0,screen,nb,Tungt metall og lett humor til glede for både fjortiser og førtiser,«Iron Man 2» har både replikker og pisker med snert.,1
train,303253.0,2013.0,screen,nb,Er du en «ANUSTART»?,Verdens beste tv-komedie er tilbake &mdash; heftigere og mer krevende enn noensinne.,1
train,303254.0,2014.0,music,nb,Marit Larsen tar kontroll,Har selv produsert sitt nye album. Og hun mestrer det med bravur.,1
train,303258.0,2011.0,screen,nb,"«Jeg vil nødig spille offer, men det er ikke morsomt å anmelde humor man ikke klarer å le av (bu-hu)»",«Nissene over skog og hei» gjør narr av realityserier og folk som ser på realityserier. Det er ingen stor bragd.,0
train,303259.0,2010.0,music,nb,Kanskje   den nye Justin?,Disney-aktig sølvgutt-R&B fra 16-årig popfenomen.,0
train,303260.0,2013.0,screen,nb,Frykt og avsky,At «Scary Movie 5» eksisterer er et bevis på at verden er skumlere enn du tror.,0
train,303261.0,2012.0,music,nb,Coldplay-konkurrenter snakker fansen etter munnen,Tilbake til utgangspunktet for Keane.,0
train,303263.0,2012.0,restaurants,nb,På stasbesøk,"Statholdergaarden holder seg i tetsjiktet, men kan godt l&oslash;sne snippen litt.",1
train,303265.0,2010.0,screen,nb,En million nordmenn har ventet på dem,"De blir ikke skuffet av den siste «Himmelblå»-sesongen, tror vår anmelder.",1
train,303266.0,2010.0,music,nb,Pompøsitetens konge,Meat Loaf overforer - igjen.,0
train,303267.0,2014.0,music,nb,Drippins industrielle grime-godbit,EP-slipp fra klubbscenens nye norske yndling.,1
train,303269.0,2009.0,music,nb,Unntaksmessig veldig bra,Skive nummer fem fra Peter Bjorn and John.,0
train,303270.0,2009.0,screen,nb,T&oslash;ff i trikot,En besnærende verden og en film som ikke henger på greip.,0
train,303274.0,2012.0,screen,nb,Mest for øret,"«Kammermagi» dokumenterer vakker musikk, men er ikke mye til film.",0
train,303275.0,2012.0,music,nb,Smelter som sjokoladen på en Lollipop-is i sommersol,Både kids og voksne får sitt på ny Bieber-låt.,1
train,303276.0,2010.0,music,nb,Klisjeer stablet oppå hverandre som på IKEAs selvbetjeningslager,Tone Damli prøver å ta «en Taylor Swift».,0
train,303282.0,2011.0,restaurants,nb,Ny herremann i byen,En asiat skiller seg ut i jungelen av grill- og kjederestauranter på Tjuvholmen.,1
train,303283.0,2013.0,music,nb,Dette er en stillferdig vulkan av ei plate,Nordstoga og Bratland gir oss folkemusikk på mest grunnleggende grasrotnivå.,1
train,303285.0,2011.0,restaurants,nb,Et must på Oslo øst,På Vertshuset Østkantfolk er akevitten konge. Men den er ikke obligatorisk. Ikke helt.,1
train,303287.0,2009.0,music,nb,Ikke så uhippe som du trodde,Danske The Raveonettes perfeksjonerer sin popformel. Og låter som ingen andre akkurat nå.,1
train,303291.0,2010.0,screen,nb,Av og til er det deilig å se noen miste sin sjel,En skrå og fornøyelig film.,1
train,303295.0,2010.0,screen,nb,"Tenk, en spillbasert film som faktisk er bra?","«Prince of Persia» er et godt, gammeldags eventyr.",1
train,303296.0,2014.0,music,nb,Tiden har ikke jobbet for Johndoe,Energifattig comeback fra trønderrockerne.,0
train,303297.0,2010.0,music,nb,Hvor ble det av de fete riffene?,Enkeltmannsforetaket Slash er litt for raus med gjestevokalistene.,0
train,303302.0,2012.0,music,nb,Låtene mangler hos Britney-produsentene,Skuffende Miike Snow.,0
train,303303.0,2010.0,music,nb,Helt ferdige med å rydde på roterommet,Grand Island blomstrer på et langt i fra vrient tredjealbum.,1
train,303305.0,2014.0,screen,nb,Myten bak masken,«20.000 Days on Earth» kommer heldigvis aldri under huden på Nick Cave.,1
train,303308.0,2014.0,screen,nb,Krigens ansikt utad,Det nyeste kapittelet i «Hunger Games»-sagaen er nok en oppsiktsvekkende kompleks og intelligent ungdomsfilm.,1
train,303309.0,2015.0,screen,nb,Anmeldelse: «Pust»,"17-årige Charlie tåler lenge hånden som rører uggent, men også bak en flink pikes annet kinn venter tennene.",1
train,303311.0,2013.0,music,nb,Det er ikke viljen og energien det skorter på,Låtene matcher ikke engasjementet på Honningbarnas andre album.,0
train,303312.0,2009.0,music,nb,Festen er over for Wolfmother,Årgangsvin er byttet ut med billig skvip på kartong.,0
train,303313.0,2010.0,screen,nb,"En blanding av «Forbrukerinspektørene», Tippekupongen og Finn.no.",Meklere tipper boligpriser. Punktum.,0
train,303314.0,2011.0,screen,nb,Brutal jungelkrig,"Hvis du likte «Band of Brothers», vil du også følge med på «The Pacific».",1
train,303315.0,2014.0,music,nb,"En herlig graut av rock, jazz og blues",Hedvig Mollestad Trio blir tøffere for hvert album.,1
train,303318.0,2015.0,screen,nb,Hverdagsvampyrer,"«Flight of the Conchords»-medskaper Jermaine Clements vampyrkomedie er både dum, kjedelig og uforklarlig sjarmerende.",0
train,303319.0,2009.0,music,nb,Hotell i særklasse,De tyske tenåringsheltene Tokio Hotel er ytterpunktet til den kommersielle ungdomsmusikken.,0
train,303320.0,2010.0,music,nb,"«Vi hører at det durer, men skjønner ikke hvorfor»",The Knife går opera. Det kan skremme vannet av selv de mest ihuga fans.,0
train,303321.0,2012.0,music,nb,En liten rakker av en låt,DumDum Boys i klassisk lettbeint rockeslag.,1
train,303324.0,2015.0,literature,nb,Anmeldelse: Christelle Ravnebergets debutroman innbyr til å leses fort,Tempofylt om forhold på kanten av bardisken.,1
train,303326.0,2014.0,screen,nb,Skritt for skritt,Provokasjonene hoper seg opp i den utmattende familietragedien «Moebius».,0
train,303327.0,2011.0,music,nb,Glødende produksjoner,Kan DJ Burn One bli en av rapmusikkens viktigste bakmenn?,1
train,303328.0,2014.0,music,nb,Et usedvanlig velmodnet og helstøpt debutalbum,Emilie Nicolas balanserer kunst og kommers på utsøkt vis.,1
train,303329.0,2013.0,screen,nb,Senioraction 2,"Bruce Willis og de andre pensjonistene lever farlig i «RED 2», som er en trygg og gjennomgående irriterende oppfølger.",0
train,303331.0,2014.0,music,nb,Gråmelert kakafoni,Julian Casablancas + The Voidz,0
train,303333.0,2012.0,music,nb,Sjefen over alle sjefer,Hvordan g&aring;r det n&aring;r Jack White toner ned sin rolle som gitarhelt? Aldeles utmerket.,1
train,303335.0,2014.0,screen,nb,Kremfl&oslash;tefjernsyn,NRK satser alt for &aring; samle familien foran skjermen i h&oslash;st. Du blir stappmett.,0
train,303337.0,2010.0,music,nb,Nerdens triumf,"Four Tet er seg selv lik, men har aldri vært mer tilgjengelig.",1
train,303343.0,2010.0,music,nb,Apokalyptisk presisjonsriffing,Industrihelter gjør hakeslipp-comeback.,1
train,303345.0,2010.0,music,nb,Skal man danse eller knuse stereoanlegget?,Urørt-vinnerne sliter i skjæringspunktet mellom Arcade Fire og Avril Lavigne.,0
train,303346.0,2015.0,literature,nb,Anmeldelse: Alice Lima de Faria debuterer med en fulltreffer av en bildebok,"Formfullendt, bildeskjønn, vittig og varm.",1
train,303349.0,2013.0,music,nb,Denne karen er alt annet enn utslitt,Washed Out overlever bølgen.,1
train,303352.0,2013.0,screen,nb,«Folk som slåss» er nervepirrende og opplysende tv,Med Kristopher Schau som utmerket reiseleder.,1
train,303357.0,2009.0,music,nb,Visesanger som blek strandgutt,Anders Wyller henter fram sin indre Beach Boy.,0
train,303358.0,2010.0,music,nb,Lindstrøm  rydder opp,Diskohistorien er herved  levert det nye tiåret.,1
train,303359.0,2010.0,music,nb,Sønner av Springsteen,Øya-aktuelle The Gaslight Anthem - så godt og enkelt kan det gjøres.,1
train,303360.0,2013.0,screen,nb,Bjørnens lover,«Ernest og Celestine» er en sjarmerende liten skildring av et usannsynlig vennskap.,1
train,303361.0,2012.0,music,nb,For noen er gresset på den andre siden blått,Lucky Lips imponerer på sitt andre album. «Hemmeligheten» heter Malin Pettersen.,1
train,303362.0,2010.0,music,nb,En altfor stappfull gjesteliste,The New Pornographers burde nedbemannet sin ellers ypperlige popmusikk.,0
train,303363.0,2012.0,screen,nb,Ut i villnisset,«Uskyld» er en sump av lidenskap og tungsinn.,0
train,303364.0,2014.0,music,nb,Tilgjengelige Bech,Nils Bech tar stadig nye steg videre på sin progressive musikkreise,1
train,303366.0,2013.0,screen,nb,Fine farger,«Lokomotivet Thomas - jernbanens konge» har sterk moral og svak historie.,0
train,303370.0,2012.0,music,nb,Plumbo hjelper ikke mot dårlig musikk,...og ikke mot dårlige kritikker heller.,0
train,303373.0,2010.0,music,nb,Kan ikke denne mannen få et tv-show i stedet?,"Bare Egil Band - joda, han er morsom. Av og til. I små doser. Men må han gi ut plater hele tida?",0
train,303375.0,2013.0,music,nb,Småflaut sjangerbytte fra Snoop Dogg,Men reggaeprosjektet er mer fordøyelig en fryktet.,0
train,303376.0,2009.0,screen,nb,«Dirrer av uforløste problemer og lengsel»,«Still Walking» er dypt menneskelig.,1
train,303379.0,2009.0,screen,nb,«Ingen jøder kom til skade under arbeidet med denne filmen»,«A Serious Man»  er Coen-brødrenes oppgjør med egen oppvekst og barnetro,1
train,303380.0,2013.0,screen,nb,Knugende,«Kapringen» er et rystende realistisk drama om en gisselsituasjon utenfor Somalia.,1
train,303381.0,2012.0,music,nb,D.D.E. feirer 20 år med «Blanke ark»,Feirer jubileum med plate nummer 15.,0
train,303382.0,2009.0,music,nb,Himmelen revner,Kunstmetal for indiesnobber og heavy-entusiaster.,1
train,303383.0,2010.0,music,nb,"Tafatt, banal og full av nødrim",Alexander Rybak på randen av artistisk selvmord.,0
train,303385.0,2011.0,screen,nb,Sjelekvaler,"«The Rite» er, som ritualer flest, fryktelig forutsigbar.",0
train,303387.0,2013.0,screen,nb,Blodig kjøttfarse,"Tre kroppsbyggere går berserk i «Pain & Gain», Michael Bays hodeløse, smakløse forsøk på å vise at han kan regissere noe annet enn roboter.",0
train,303388.0,2011.0,screen,nb,Eventyr i øltåke,"«Hjelp, vi er russ» er rølp for russen og ingen andre.",0
train,303390.0,2010.0,music,nb,Supermodell i «bra plate»-sjokk,Kona til Jack White.,1
train,303391.0,2009.0,screen,nb,«Hvis du sladrer kutter jeg av den hårløse tissen din.,Det er absolutt noe galt med Esther.,0
train,303393.0,2014.0,music,nb,Avantgarde i popform?,Jo visst går det an.,1
train,303394.0,2015.0,music,nb,Anmeldelse: Melissa Horn på autopilot,For lite turbulens på svenskens femte album.,0
train,303395.0,2010.0,screen,nb,Friskt blod,"«Eclipse» er en opptur, men den evige kjærligheten mellom Bella og Edward kan slite ut noen hver.",0
train,303396.0,2010.0,music,nb,Den nye superduoen,Isobel Campbell og Mark Lanegan går nærmest opp i hverandre på tredje servering.,1
train,303397.0,2011.0,restaurants,nb,Strandhogg,Mesterkokker har tatt over Bærums gamle storstue.,1
train,303398.0,2010.0,music,nb,"Depresjoner, angst og selvmordstanker",Kid Cudi lager emorap &mdash; på den gode måten.,1
train,303399.0,2010.0,music,nb,Macy Gray vingler videre,De dårlige anslagene slår i hjel de gode på Macy Grays femte studioalbum.,0
train,303400.0,2013.0,music,nb,Ny triumf for kjærlighetskongen,Flørtende og sexy The-Dream.,1
train,303402.0,2011.0,screen,nb,Til å få hetta av,Alle i «Rødhette og varulven» ser ut som ukomfortable russ på kostymeball.,0
train,303405.0,2012.0,music,nb,Santigold er en svindler med stil og nydelig smak,Selv om hun ikke setter originalitet i høysetet.,1
train,303406.0,2013.0,music,nb,Knekker pop/klubb-koden,Disclosure inviterer til fest i garasjen.,1
train,303409.0,2012.0,screen,nb,På livet løs,«The Hunger Games» er den smarteste underholdningsfilmen på lenge.,1
train,303411.0,2013.0,music,nb,Musikalsk varme i store mengder fra Alaska,Norges nye folkyndling stråler om kapp med vårsola.,1
train,303414.0,2013.0,screen,nb,Fotograf på avvenning,Juliette Binoche er et stødig sentrum i komplekse og solide «Tusen ganger god natt».,1
train,303416.0,2011.0,music,nb,"Varm, mild vind fra Alaska",Jonas Alaskas debutalbum dokumenterer et stort låtskrivertalent med en egen stemme.,1
train,303418.0,2011.0,music,nb,Her kommer en av årets beste plater: Proviant Audio,"Som Jahn Teigen sa: «Det skjer en gang i alles liv, du blir forelska og naiv».",1
train,303421.0,2013.0,music,nb,Et lunt hjørne for mørke høstkvelder,Elvira Nikolaisen har funnet jazztonen med Mathias Eick.,1
train,303423.0,2015.0,literature,nb,Anmeldelse: Linn Ullmann har skrevet årets beste selvbiografiske roman,"Fletter sammen minner og dokumentarisk materiale, fantasier og refleksjoner med utsøkt letthet.",1
train,303425.0,2014.0,screen,nb,Mannen i fritt fall,En patetisk filmopplevelse med fullt overlegg.,1
train,303427.0,2016.0,literature,nb,Elena Ferrantes fjerde Napoli-roman er et suverent verk,Stiger og stiger mot sitt uunngåelige antiklimaks - døden.,1
train,303429.0,2010.0,music,nb,Den siste protestsanger,"Sobert, lunt og engasjert fra en klassisk norgesvenn.",1
train,303430.0,2009.0,screen,nb,Apokalypse nå - igjen,"Greit nok at alt går til helvete. Men når en først lager en film om selveste undergangen, går det ikke i det minste an å gjøre den bitte litt grann underholdende.",0
train,303431.0,2013.0,restaurants,nb,Mye godt på én gang,Nye Delicatessen på Aker Brygge beviser at alle gode ting kan være både en og to og tre.,1
train,303432.0,2015.0,restaurants,nb,En smaksopplevelse i særklasse,"Super service, gode råvarer og nesten bare vellykkede eksperimenter.",1
train,303433.0,2009.0,music,nb,Nå kan cd-formatet dø,Beatles-katalogen gjenutgitt med nerdete perfeksjon. Aller best er monoboksen.,1
train,303437.0,2015.0,literature,nb,Anmeldelse: Frank Storm Johansen har skrevet en sterk og nyskapende fangeberetning,21 år brukte han på å nedtegne sine erfaringer fra krigen. Det forvandlet ham fra KZ-fange til forteller med suverent grep om sin historie.,1
train,303440.0,2009.0,music,nb,Etterlengtet metal-comeback,Immortal tilbake der de slapp.,1
train,303441.0,2011.0,music,nb,Grå pels og omskiftelig temperament,Nils Petter Molvær med nytt band og nytt lydbilde.,1
train,303446.0,2009.0,music,nb,Intimkonsert på plate,The Black Crowes live i The Band-legenden Levon Helms studio.,1
train,303448.0,2014.0,screen,nb,Varm velkomst,Det kan føles deilig å drukne i fløyel. I alle fall om det skjer i «Grand Budapest Hotel».,1
train,303449.0,2009.0,music,nb,Historiens kraftlinjer,Rosanne Cash forvalter arven etter far.,1
train,303452.0,2011.0,screen,nb,Fattigmannsblues,I thrilleren «Winter's Bone» blir elendigheten en drivkraft.,1
train,303454.0,2011.0,screen,nb,Sklir i oljesølet,Skaperne av den norske skrekkfilmen «Mørke sjeler» trenger voksne som kan holde dem i øra.,0
train,303458.0,2012.0,screen,nb,Kunsten å antyde,Franskkanadiske «Den gode læreren» setter spor fordi den er så åpen og lite konkluderende.,1
train,303460.0,2010.0,music,nb,Stemmen fra graven,Nå må det være tomt i dødsboet til Johnny Cash. Men vi tar gladelig et siste farvel.,1
train,303464.0,2015.0,music,nb,Rein voodoo fra bluesdebutant,Joakim Tinderholt gir ut plate ti år etter sin første spillejobb.,1
train,303465.0,2010.0,music,nb,«Lyden av viktige begivenheter konstrueres ikke i etterkant»,Soulnostalgi i Obama-land.,0
train,303470.0,2012.0,screen,nb,En familietragedie,Etterforskningen st&aring;r i sentrum i tv-film om selvmordet som blir drapssak.,0
train,303471.0,2010.0,screen,nb,"«Kjenner du jorden gynge ved synet av blod, bør du holde deg langt unna»",«Kick-Ass» mister sjarmen underveis.,0
train,303472.0,2009.0,screen,nb,"Skal du se én film neste år, se denne",«Det hvite båndet» er en trykkende spenningsfilm om menneskets iboende ondskap.,1
train,303476.0,2009.0,music,nb,«Som et sukkerspinn av Animal Collective og The Shangri-Las»,Girl group-inspirert plate fra Deerhunter-medlem.,1
train,303477.0,2016.0,literature,nb,Med Dostojevskij fra Harry Potter til Vigdis Hjorth,Dikteren var mer opptatt av skyld enn av vold.,1
train,303478.0,2013.0,music,nb,Festen var slett ikke over for The Mavericks,Etterlengtet comeback fra Floridas største countrystjerner.,1
train,303479.0,2010.0,music,nb,Dette er ikke en plate som blir liggende og støve i bunken,Susanne Sundfør byr på stor popkunst.,1
train,303481.0,2009.0,music,nb,"Duett, men ingen drøm",Shopping-slottets forsangere.,0
train,303484.0,2015.0,screen,nb,Den indre villmarken,"«Wild» tar skritt etter skritt etter skritt, og det er overraskende engasjerende.",1
train,303485.0,2013.0,music,nb,Martin Blomvik,MGP - Melodi 1: «Det vakje mi tid».,0
train,303486.0,2016.0,literature,nb,Anmeldelse: Marit Reiersgård snubler  i egne snubletråder,Ikke helt vellykket Drammen-krim.,0
train,303489.0,2015.0,screen,nb,Anmeldelse: «Himmelen over Havanna»,Ekskluderende takteater.,0
train,303494.0,2009.0,screen,nb,Dop og dinosaurer,"«Land of The Lost» byr på umotivert blotting, lettvin homoerotikk og en spektakulær matorgie i marihuanarus",0
train,303495.0,2014.0,music,nb,Fullstendig rævkjørt,Veien til musikkhelvetet er brolagt med gode intensjoner. Spesielt i tilfellet Band Aid 30.,0
train,303498.0,2013.0,screen,nb,Trim for eldre,En aldrende Bruce Willis fortjener et bedre støtteapparat enn det han får i «A Good Day to Die Hard».,0
train,303501.0,2014.0,screen,nb,Om hud og hår,«Belle» er et stykke sterkt forsinket moralisme.,0
train,303503.0,2011.0,restaurants,nb,Gourmetlykke,Ylajali sikter etter stjernene og treffer blink.,1
